file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,standardized_name,sentence_number,speech_id
h-tk-20152016-75-13-n1,De voorzitter,,We hebben wederom een probleem.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,3,h-tk-20152016-75-13-n1_3
h-tk-20152016-75-13-n1,De voorzitter,,De stemmen staken.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,4,h-tk-20152016-75-13-n1_4
h-tk-20152016-75-13-n1,De voorzitter,,Er zal hoofdelijk gestemd moeten worden.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,5,h-tk-20152016-75-13-n1_5
h-tk-20152016-75-13-n1,De voorzitter,,"Iedereen kijkt naar de ChristenUnie, maar ik zie dat de heer Bisschop het verlossende woord gaat spreken.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,6,h-tk-20152016-75-13-n1_6
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,Voorzitter.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,Wij helpen gaarne om het vaderland te redden en daarom willen wij geacht worden voor deze motie te hebben gestemd.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,2,h-tk-20152016-75-13-n1_2
h-tk-20152016-75-13-n1,De voorzitter,,Dan gaan we het toch opnieuw proberen.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-75-13-n1,De voorzitter,,"Ik constateer dat de aanwezige leden van de fracties van D66, 50PLUS, Van Vliet, Houwers, Klein, de VVD, de SGP, de ChristenUnie, de Groep Bontes/Van Klaveren en de PVV voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is aangenomen.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-88-3,De voorzitter,,Op de tafel van de Griffier ligt een lijst van ingekomen stukken.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,1,h-tk-20152016-88-3_1
h-tk-20152016-88-3,De voorzitter,,Op die lijst staan voorstellen voor de behandeling van deze stukken.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,2,h-tk-20152016-88-3_2
h-tk-20152016-88-3,De voorzitter,,"Als voor het einde van de vergadering daartegen geen bezwaar is gemaakt, neem ik aan dat daarmee wordt ingestemd.",2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,3,h-tk-20152016-88-3_3
h-tk-20152016-85-14,De voorzitter,,"Ik constateer dat de aanwezige leden van de fracties van D66, 50PLUS, Van Vliet, Houwers, de VVD, de SGP, het CDA, de Groep Bontes/Van Klaveren en de PVV voor deze motie hebben gestemd en de aanwezige leden van de overige fracties ertegen, zodat zij is aangenomen.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",de de voorzitter,1,h-tk-20152016-85-14_1
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,Voorzitter.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,1,h-tk-20152016-85-14_1
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,De motie werd zo-even ontraden door de staatssecretaris.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,2,h-tk-20152016-85-14_2
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,Dat maakte het extra spannend.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,3,h-tk-20152016-85-14_3
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,Ik wil nu een brief over hoe de motie wordt uitgevoerd.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,4,h-tk-20152016-85-14_4
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,"Het betreft met name het tweede gedeelte, namelijk dat onze concurrentiepositie wordt gemonitord na invoering van het BEPS-pakket.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,5,h-tk-20152016-85-14_5
