file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,standardized_name,sentence_number,speech_id
h-tk-20152016-75-13-n1,De voorzitter,,We have another problem.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,3,h-tk-20152016-75-13-n1_3
h-tk-20152016-75-13-n1,De voorzitter,,The voices stopped.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,4,h-tk-20152016-75-13-n1_4
h-tk-20152016-75-13-n1,De voorzitter,,There will have to be joint voting.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,5,h-tk-20152016-75-13-n1_5
h-tk-20152016-75-13-n1,De voorzitter,,"Everyone looks at the ChristenUnie, but I see that Mr Bisschop is going to speak the redeeming word.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,6,h-tk-20152016-75-13-n1_6
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,Chair.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,We are happy to help save the homeland and that is why we want to be deemed to have voted for this motion.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,2,h-tk-20152016-75-13-n1_2
h-tk-20152016-75-13-n1,De voorzitter,,Then we will try again.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-75-13-n1,De voorzitter,,"I note that the members of the political groups of D66, 50PLUS, Van Vliet, Houwers, Klein, the VVD, the SGP, the ChristenUnie, the Bontes/Van Klaveren group and the PVV voted for this motion and the members of the other political groups so that she is hired.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1
h-tk-20152016-88-3,De voorzitter,,There is a list of incoming pieces on the clerk's table.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,1,h-tk-20152016-88-3_1
h-tk-20152016-88-3,De voorzitter,,This list contains proposals for the treatment of these documents.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,2,h-tk-20152016-88-3_2
h-tk-20152016-88-3,De voorzitter,,"If no objection was made before the end of the meeting, I assume that this is agreed.",2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,3,h-tk-20152016-88-3_3
h-tk-20152016-85-14,De voorzitter,,"I note that the members of the D66, 50Plus, Van Vliet, Houwers, the VVD, the SGP, the CDA, the Bontes/Van Klaveren and the PVV group voted for this motion and the members of the other political groups against it, so that she is hired.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",de de voorzitter,1,h-tk-20152016-85-14_1
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,Chair.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,1,h-tk-20152016-85-14_1
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,The motion was advised by the State Secretary.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,2,h-tk-20152016-85-14_2
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,That made it extra exciting.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,3,h-tk-20152016-85-14_3
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,I now want a letter about how the motion is performed.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,4,h-tk-20152016-85-14_4
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,"This mainly concerns the second part, namely that our competitive position is being monitored after the introduction of the BEPS package.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,5,h-tk-20152016-85-14_5
