file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,standardized_name,sentence_number,speech_id,pos_tags
h-tk-20152016-75-13-n1,De voorzitter,,We have another problem.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,3,h-tk-20152016-75-13-n1_3,We_PRON have_VERB another_DET problem_NOUN ._PUNCT
h-tk-20152016-75-13-n1,De voorzitter,,The voices stopped.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,4,h-tk-20152016-75-13-n1_4,The_DET voices_NOUN stopped_VERB ._PUNCT
h-tk-20152016-75-13-n1,De voorzitter,,There will have to be joint voting.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,5,h-tk-20152016-75-13-n1_5,There_PRON will_AUX have_VERB to_PART be_AUX joint_ADJ voting_NOUN ._PUNCT
h-tk-20152016-75-13-n1,De voorzitter,,"Everyone looks at the ChristenUnie, but I see that Mr Bisschop is going to speak the redeeming word.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,6,h-tk-20152016-75-13-n1_6,"Everyone_PRON looks_VERB at_ADP the_DET ChristenUnie_PROPN ,_PUNCT but_CCONJ I_PRON see_VERB that_SCONJ Mr_PROPN Bisschop_PROPN is_AUX going_VERB to_PART speak_VERB the_DET redeeming_VERB word_NOUN ._PUNCT"
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,Chair.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,1,h-tk-20152016-75-13-n1_1,Chair_PROPN ._PUNCT
h-tk-20152016-75-13-n1,De heer Bisschop,SGP,We are happy to help save the homeland and that is why we want to be deemed to have voted for this motion.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",bisschop,2,h-tk-20152016-75-13-n1_2,We_PRON are_AUX happy_ADJ to_PART help_VERB save_VERB the_DET homeland_NOUN and_CCONJ that_PRON is_AUX why_SCONJ we_PRON want_VERB to_PART be_AUX deemed_VERB to_PART have_AUX voted_VERB for_ADP this_DET motion_NOUN ._PUNCT
h-tk-20152016-75-13-n1,De voorzitter,,Then we will try again.,2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1,Then_ADV we_PRON will_AUX try_VERB again_ADV ._PUNCT
h-tk-20152016-75-13-n1,De voorzitter,,"I note that the members of the political groups of D66, 50PLUS, Van Vliet, Houwers, Klein, the VVD, the SGP, the ChristenUnie, the Bontes/Van Klaveren group and the PVV voted for this motion and the members of the other political groups so that she is hired.",2015-2016,2016-04-12,tk,handelingen,13 Stemming motie Ontwerpbesluit experiment cross-overkwalificaties,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-75-13-n1.xml,"nr. 75, item 13",de de voorzitter,1,h-tk-20152016-75-13-n1_1,"I_PRON note_VERB that_SCONJ the_DET members_NOUN of_ADP the_DET political_ADJ groups_NOUN of_ADP D66_PROPN ,_PUNCT 50PLUS_NUM ,_PUNCT Van_PROPN Vliet_PROPN ,_PUNCT Houwers_PROPN ,_PUNCT Klein_PROPN ,_PUNCT the_DET VVD_PROPN ,_PUNCT the_DET SGP_PROPN ,_PUNCT the_DET ChristenUnie_PROPN ,_PUNCT the_DET Bontes_PROPN /_SYM Van_PROPN Klaveren_PROPN group_NOUN and_CCONJ the_DET PVV_PROPN voted_VERB for_ADP this_DET motion_NOUN and_CCONJ the_DET members_NOUN of_ADP the_DET other_ADJ political_ADJ groups_NOUN so_SCONJ that_SCONJ she_PRON is_AUX hired_VERB ._PUNCT"
h-tk-20152016-88-3,De voorzitter,,There is a list of incoming pieces on the clerk's table.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,1,h-tk-20152016-88-3_1,There_PRON is_VERB a_DET list_NOUN of_ADP incoming_ADJ pieces_NOUN on_ADP the_DET clerk_NOUN 's_PART table_NOUN ._PUNCT
h-tk-20152016-88-3,De voorzitter,,This list contains proposals for the treatment of these documents.,2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,2,h-tk-20152016-88-3_2,This_DET list_NOUN contains_VERB proposals_NOUN for_ADP the_DET treatment_NOUN of_ADP these_DET documents_NOUN ._PUNCT
h-tk-20152016-88-3,De voorzitter,,"If no objection was made before the end of the meeting, I assume that this is agreed.",2015-2016,2016-05-26,tk,handelingen,3 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-88-3.xml,"nr. 88, item 3",de de voorzitter,3,h-tk-20152016-88-3_3,"If_SCONJ no_DET objection_NOUN was_AUX made_VERB before_ADP the_DET end_NOUN of_ADP the_DET meeting_NOUN ,_PUNCT I_PRON assume_VERB that_SCONJ this_PRON is_AUX agreed_VERB ._PUNCT"
h-tk-20152016-85-14,De voorzitter,,"I note that the members of the D66, 50Plus, Van Vliet, Houwers, the VVD, the SGP, the CDA, the Bontes/Van Klaveren and the PVV group voted for this motion and the members of the other political groups against it, so that she is hired.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",de de voorzitter,1,h-tk-20152016-85-14_1,"I_PRON note_VERB that_SCONJ the_DET members_NOUN of_ADP the_DET D66_PROPN ,_PUNCT 50Plus_NUM ,_PUNCT Van_PROPN Vliet_PROPN ,_PUNCT Houwers_PROPN ,_PUNCT the_DET VVD_PROPN ,_PUNCT the_DET SGP_PROPN ,_PUNCT the_DET CDA_PROPN ,_PUNCT the_DET Bontes_PROPN /_SYM Van_PROPN Klaveren_PROPN and_CCONJ the_DET PVV_PROPN group_NOUN voted_VERB for_ADP this_DET motion_NOUN and_CCONJ the_DET members_NOUN of_ADP the_DET other_ADJ political_ADJ groups_NOUN against_ADP it_PRON ,_PUNCT so_SCONJ that_SCONJ she_PRON is_AUX hired_VERB ._PUNCT"
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,Chair.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,1,h-tk-20152016-85-14_1,Chair_PROPN ._PUNCT
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,The motion was advised by the State Secretary.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,2,h-tk-20152016-85-14_2,The_DET motion_NOUN was_AUX advised_VERB by_ADP the_DET State_PROPN Secretary_PROPN ._PUNCT
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,That made it extra exciting.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,3,h-tk-20152016-85-14_3,That_PRON made_VERB it_PRON extra_ADV exciting_ADJ ._PUNCT
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,I now want a letter about how the motion is performed.,2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,4,h-tk-20152016-85-14_4,I_PRON now_ADV want_VERB a_DET letter_NOUN about_ADP how_SCONJ the_DET motion_NOUN is_AUX performed_VERB ._PUNCT
h-tk-20152016-85-14,De heer Van Vliet,Van Vliet,"This mainly concerns the second part, namely that our competitive position is being monitored after the introduction of the BEPS package.",2015-2016,2016-05-19,tk,handelingen,14 Stemmingen moties EU-pakket anti-belastingontwijking,,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.html,https://zoek.officielebekendmakingen.nl/h-tk-20152016-85-14.xml,"nr. 85, item 14",van van vliet,5,h-tk-20152016-85-14_5,"This_PRON mainly_ADV concerns_VERB the_DET second_ADJ part_NOUN ,_PUNCT namely_ADV that_SCONJ our_PRON competitive_ADJ position_NOUN is_AUX being_AUX monitored_VERB after_ADP the_DET introduction_NOUN of_ADP the_DET BEPS_PROPN package_NOUN ._PUNCT"
